time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-11 00:00:00+00:00,7,3,,
2024-02-12 00:00:00+00:00,8,4,,
2024-02-13 00:00:00+00:00,7,3,1.0,1.0
2024-02-14 00:00:00+00:00,6,3,1.0,1.0
2024-02-15 00:00:00+00:00,7,3,,
2024-02-16 00:00:00+00:00,7,3,,
2024-02-17 00:00:00+00:00,7,3,,
2024-02-18 00:00:00+00:00,7,3,3.0,1.0
2024-02-19 00:00:00+00:00,8,4,1.0,1.0
2024-02-20 00:00:00+00:00,7,3,,
2024-02-21 00:00:00+00:00,7,3,1.0,1.0
2024-02-22 00:00:00+00:00,7,3,5.0,1.0
2024-02-23 00:00:00+00:00,7,3,2.0,1.0
2024-02-24 00:00:00+00:00,5,2,,
