time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-21 00:00:00+00:00,7,3,1.0,1.0
2025-04-22 00:00:00+00:00,10,4,12.0,4.0
2025-04-23 00:00:00+00:00,6,3,1.0,1.0
2025-04-24 00:00:00+00:00,11,4,,
2025-04-25 00:00:00+00:00,7,3,13.0,4.0
2025-04-26 00:00:00+00:00,7,3,,
2025-04-27 00:00:00+00:00,6,3,3.0,1.0
2025-04-28 00:00:00+00:00,7,3,23.0,4.0
2025-04-29 00:00:00+00:00,6,3,10.0,1.0
2025-04-30 00:00:00+00:00,11,4,30.0,6.0
2025-05-01 00:00:00+00:00,9,5,,
2025-05-02 00:00:00+00:00,6,3,1.0,1.0
2025-05-03 00:00:00+00:00,9,4,,
2025-05-04 00:00:00+00:00,5,2,,
